"UT_0h"	"UT_0h.1"	"UT_0h.2"	"UT_0h.3"	"UT_0h.4"	"UT_0h.5"	"UT_10h"	"UT_10h.1"	"UT_10h.2"	"UT_10h.3"	"UT_10h.4"	"UT_10h.5"	"5uM_10h"	"5uM_10h.1"	"5uM_10h.2"	"5uM_10h.3"	"5uM_10h.4"	"5uM_10h.5"	"10uM_10h"	"10uM_10h.1"	"10uM_10h.2"	"10uM_10h.3"	"10uM_10h.4"	"10uM_10h.5"	"UT_24h"	"UT_24h.1"	"UT_24h.2"	"UT_24h.3"	"UT_24h.4"	"UT_24h.5"	"Veh_24h"	"Veh_24h.1"	"Veh_24h.2"	"Veh_24h.3"	"Veh_24h.4"	"Veh_24h.5"	"10uM_24h"	"10uM_24h.1"	"10uM_24h.2"	"10uM_24h.3"	"10uM_24h.4"	"10uM_24h.5"	"UT_48h"	"UT_48h.1"	"UT_48h.2"	"UT_48h.3"	"UT_48h.4"	"UT_48h.5"
"phosphoenolpyruvate (PEP)"	88300	143428	186097	186781	197358	274711	90395	105998	277775	220172	182541	155109	192185	67115	191592	220581	155402	145406	172436	78476	160249	132443	173985	125501	217185	252662	297217	326875	115038	127693	238879	227802	339039	370463	495261	460562	175134	245396	178845	204207	245091	214851	412115	540756	727258	90916	593953	588159
"phosphoethanolamine"	604093	575927	722252	681322	626209	980890	1137250	1031676	1154718	1042050	1028561	1221100	1766351	2108936	2151927	2048737	2323590	2249384	2757839	2476054	3199393	3148444	3428194	3373960	2783976	2564890	2921923	2826276	2938378	2912109	2715081	2557865	2855442	2700692	3016562	3229746	4728702	5182126	5649943	4922953	5059139	5029382	1950048	1996860	2214053	739306	1976234	2260378
"pipecolate"	NA	216695	NA	NA	NA	385243	995718	NA	NA	756351	582502	NA	NA	657495	697822	NA	201610	NA	166073	831349	NA	228360	417895	NA	802662	596986	205929	1091667	NA	835792	NA	NA	927968	NA	777665	NA	930730	226171	543209	NA	414144	629416	1042244	791130	837294	NA	521221	NA
"piperidine"	3644705	3883737	563278	4024324	2090044	2305504	2122243	3344364	829259	1241330	10152669	2837489	1362235	1382627	301939	2554008	1489459	513147	3089735	2832570	1519233	1580204	2574540	1056470	1980324	7178200	4517919	808968	1359057	936852	1571138	641663	745190	1215209	1699182	444171	2520371	909259	983257	844374	1248156	2764769	2353447	2081296	2679534	1378615	1745085	1581472
"proline"	174200864	332282272	243072784	174282224	267833120	408062432	392555648	212134720	310577664	382882208	378940672	292289088	284371584	384875520	359451328	244424976	228789696	253489936	340768960	336478336	319322464	217000432	307124736	251501792	511049536	531777504	425360608	521270208	380965344	532385888	178315392	365920192	512705760	342870144	559768256	383090912	433060448	243338448	380762016	296774272	356560736	437202656	647855168	561762624	768920320	123373832	651730368	545976384
"propionylcarnitine"	10037875	17791200	14413237	14527769	16742545	20235940	26851724	22264334	20502344	26168732	23213376	23355880	20993632	22661412	20372720	20455652	15835495	18869172	20423924	18427298	18960836	18489186	15061670	17370044	31819426	35735388	28095786	32722752	22809612	32320988	16791428	19328030	35090552	29373974	36938604	30756070	25349580	21360884	20377016	16974370	21579632	22641128	46747568	47137920	56192524	10212195	47916976	55030704
"pterin"	22538	NA	NA	NA	20822	33302	67767	32203	NA	64835	NA	35087	26418	88658	49790	NA	NA	NA	34418	31828	69520	NA	23996	22553	86248	73664	NA	53041	62106	88854	40168	36509	NA	NA	103297	NA	60285	33377	60554	41351	29804	57843	69351	62609	131470	NA	47614	37838
"putrescine"	5535120	6483819	3496626	4642331	7541508	8005435	20400588	22274404	18517632	20956768	16837836	17480708	21755356	19143748	15237853	16356330	15085788	16056070	18164302	15414534	15713844	11129951	8562663	15309101	19679876	18490710	18653914	18216784	20169068	19106848	16150161	13826158	17445560	18050614	19387428	21094320	10004709	10670682	9589295	8285656	8569511	8620945	19371588	19492744	21340562	4656686	22863166	22452192
"pyridoxal"	193875	653781	NA	NA	NA	271165	227521	NA	271902	615926	583954	NA	662967	542851	312948	566367	400443	395306	541482	135910	416316	273621	711153	573143	768500	991366	1030858	1203805	777903	572741	360969	678443	766834	466554	1004453	1092806	1148873	984882	875386	582077	516165	622298	1513473	1395520	1778823	NA	2144589	1808507
"pyridoxal phosphate"	NA	78403	NA	29774	NA	58920	42353	42135	33540	63041	NA	30403	30430	66812	NA	NA	NA	NA	NA	NA	NA	35429	58281	NA	117088	198218	81559	168539	127911	166262	57290	55226	119387	55318	105146	77554	129775	81988	85811	35917	86474	63492	132627	146454	247730	NA	153234	156672
"pyridoxamine"	236189	349895	371677	233940	348337	677447	649200	170596	855272	843540	909889	730842	633109	662728	1112019	699718	522029	759537	899989	825097	1018302	705720	515904	770979	1207101	1119342	960545	1492855	610313	1300001	654673	817540	1561653	935354	1572945	984349	1346456	1002267	1247485	897034	1067250	1443055	816431	829116	2514565	455989	1322932	1883368
"pyridoxamine phosphate"	NA	NA	NA	57164	NA	41078	119723	NA	52259	81158	NA	58682	NA	NA	45414	24234	43218	43075	NA	139582	NA	NA	NA	NA	144441	119022	NA	163158	NA	243767	44903	57935	167139	132220	136252	98610	45295	59172	51275	NA	NA	140273	152908	129176	268936	22071	104148	NA
"pyridoxine (Vitamin B6)"	517906	4562652	885185	979166	1576340	1446594	834997	70193	2063004	2984940	3444447	2751154	1725375	1383420	2916030	2798083	2569957	2428541	2521027	1253041	2699914	1935848	3852143	2762157	2751375	2566474	3378425	3996856	1970703	2646669	2295961	2474748	4205110	3703213	4804934	3224566	3466702	2939452	3058837	2112339	2250692	3034251	3056994	2227322	5613008	836600	4785761	5511871
"pyroglutamine*"	818718	1984458	1222471	901542	650789	1549325	1301931	884239	1311546	1327569	1441231	985927	1144759	1360752	1254188	1094066	1141659	1110990	1268791	1253356	1389495	1053608	818164	992330	1641786	1926858	1599274	1796187	1373618	2150466	NA	1492945	2037059	970820	1873116	1562986	1596581	1228191	1444256	265476	1137852	1476603	1680346	2540750	2723708	712836	2452187	2184157
"pyruvate"	84373	148270	151030	147744	142734	168584	130229	91426	167794	158256	171753	162853	218213	146773	127513	191109	124779	134134	154098	152109	156398	207999	164267	149776	320124	312190	308143	386167	252252	285068	193756	197945	264515	340082	402092	327357	309488	352720	316099	285040	289169	291450	577021	622096	602921	165563	617684	619385
"ribitol"	134718	106405	96025	180883	189786	180416	218692	178867	202829	239189	194615	236872	316259	233042	196623	283601	179345	NA	380371	169447	183979	284494	223899	331164	463181	278571	NA	475734	347377	248781	254971	NA	301333	403285	372241	293244	391501	399959	379703	398492	385856	608260	588339	506026	463470	120353	504419	430207
"ribonate"	1357237	2088108	2495157	2075024	2842554	3292380	1991149	1275545	3648988	3841103	3072546	3103388	4386646	2650424	2728274	3136909	2066303	2434449	2988174	2524841	2849975	2218441	2596093	3134358	4676233	3690393	4022662	5613491	2945289	3506199	2006301	3848430	4015887	4315823	6005684	4254149	5298585	5083003	4603005	3596676	4701920	4382824	5819496	6133877	6907014	1301860	5051591	7815276
"S-1-pyrroline-5-carboxylate"	92979	318165	126571	NA	NA	270685	NA	NA	54070	190376	288201	315388	NA	255361	239182	173731	193603	113929	263318	201307	264101	219632	NA	NA	246946	322177	NA	288166	282893	309097	91501	224669	398378	NA	358842	NA	304051	109299	303789	231261	NA	213964	NA	355003	512749	64947	348634	220576
"S-adenosylhomocysteine (SAH)"	NA	27327	94542	58190	71033	144883	105351	59314	184449	154516	106210	199392	113110	96704	109219	109116	81134	127931	109459	84139	94294	117291	44660	113261	294586	273446	385369	322152	241601	299506	192206	137106	299721	241071	209172	288796	140394	117404	158386	159551	94973	187846	430691	315474	411481	44125	355718	408369
"S-adenosylmethionine (SAM)"	NA	NA	96228	81162	71384	223311	254482	83555	139095	327521	257301	131722	193321	140894	161962	159252	130165	154165	176483	NA	203880	NA	NA	NA	380715	479957	258420	561256	227491	425272	NA	173481	455253	152972	348656	295889	368737	118115	256397	NA	104189	302693	446744	419741	615295	NA	387676	405207
"S-lactoylglutathione"	372902	318746	655202	476849	1286974	913534	93645	67073	753106	1076714	659811	601271	1071620	145363	691511	870985	814884	566947	1181313	92745	803412	1196775	829589	766426	847803	625262	1309211	2105944	430071	387620	1115097	1234085	1711152	1686482	1912785	1798322	1432388	1720421	1340266	1581330	1761798	1046249	1695957	1827755	2566518	328632	2871939	2554438
"S-methylglutathione"	36713	NA	136317	61045	75790	262033	177263	73622	202493	322981	98689	183221	90296	128922	215032	57528	53843	112068	126631	114492	NA	100993	NA	101173	597535	614633	487336	777386	302557	852428	221910	291993	885676	286151	561514	468484	317049	140460	238944	154549	110059	336042	541654	378327	1083603	NA	483144	656706
"S-nitrosoglutathione (GSNO)"	NA	1034788	NA	NA	619070	725452	1141270	1016713	1281704	1767243	625764	606717	482194	1237900	694314	631736	408854	311067	645653	1210314	442153	355149	656148	453350	1931127	973393	1683878	1516684	1841665	1385314	1219094	1032065	1394662	1087373	1256560	1375677	1227892	1104844	1368661	1169164	944701	669136	2192304	2035976	2193159	NA	1859551	1721522
"salicylate"	3105425	2845966	2940729	2991704	2893527	3120447	2866752	2882819	3054536	2987580	2421413	3010148	3430330	3109885	3061475	3359916	2755127	2898053	3179750	2788574	2815675	3201198	2722358	2745667	2970827	3194877	2886380	3333173	3157424	2995328	3224588	3654076	2906693	3445064	3136628	3178905	2785904	3612226	3356471	3201440	3434907	2820967	3086229	3148998	2839415	808406	2821188	3476041
"sedoheptulose-7-phosphate"	29274	68097	50239	51319	39774	102630	80997	42120	46558	68948	97775	36928	NA	79178	148314	63291	50661	68119	120538	125106	158938	65488	61880	75182	81306	133347	43585	193569	52387	154383	23727	71660	214407	69948	135220	66130	177621	78320	95739	43592	94461	198479	53786	80322	150400	NA	78049	104843
"serine"	11224925	22792612	10303524	10914115	13067539	17490632	10408707	7989068	13328997	12148726	14174679	10456431	8872916	9244364	11084603	8447707	11868466	11371097	10951891	8925041	11366304	12629003	16642106	8851309	10396946	12625888	10506801	16719547	12479446	14280463	10880867	9012854	13121091	10410351	14552601	11004627	12268208	6831395	12412049	9117330	12171643	10798092	7783836	7688178	15926328	4048407	14471542	14278417
"serotonin"	NA	NA	63993	NA	104360	81644	125129	NA	113648	239570	173384	159278	109615	123754	130937	100267	NA	72427	121360	91621	79122	143463	205095	141604	163984	174197	105133	NA	49402	NA	NA	126205	165559	98341	56561	NA	96848	68944	NA	45645	114051	158715	98527	115864	174782	NA	101236	148267
"spermidine"	12767098	17376004	6269791	5291469	14040258	11728516	10191301	11099254	18854128	25746144	24819214	26319876	16599118	26087478	14649919	11309609	16977288	17901938	18281648	8610652	18002324	12792128	20491628	18173256	34923132	24655948	12811144	25445812	44695136	32934954	18813678	21582524	23206192	14631681	29792220	20286702	32239648	18068974	26755246	19294888	14936967	14465228	29987688	15593246	46675732	1592206	35645876	23972756
"spermine"	4082211	8488794	1014797	1619007	3578316	2462954	602923	1628729	3720145	4109263	2936406	3767842	2014321	2939441	1400900	1103317	2900650	2547655	1518330	454232	2118099	1551324	5162652	1928597	4890391	2214017	1403640	2127246	6554191	3617723	3945178	1956081	2636488	1574864	3119308	2892934	2835919	1427888	2274591	3677665	2005120	910301	5687221	1934678	4602982	NA	5875583	3163070
"sphinganine"	248814	185094	228219	132090	339151	233172	302636	436371	207034	320082	336092	272255	343195	311967	238683	334410	348903	311951	321772	215513	224759	311926	287960	323204	174089	201700	217668	272928	222194	220259	181312	158161	194041	258428	241556	236787	194563	203343	174683	224198	301685	319864	276723	454208	256706	78453	402338	347092
"sphingomyelin (d18:1/14:0, d16:1/16:0)*"	1178641	933513	1038143	805312	1292432	1114871	1224279	1775419	1288471	1177904	1317670	1410538	1378569	1262040	1248301	1280708	1558986	1558942	1563918	976606	1176395	1361646	1318859	1186735	1366349	1752567	1977984	2002055	1953389	1756979	1522282	1374376	1752949	2308803	1651192	2213557	1346631	1938947	1405656	1808935	2042090	1717946	2315131	3390009	1884932	505673	2590135	2974860
"sphingomyelin (d18:1/15:0, d16:1/17:0)*"	682735	527494	747878	522634	719242	639947	727315	1012757	665244	758374	751965	841231	966956	827043	751264	955483	921303	1033088	895921	702855	725720	912448	858139	990978	762744	933322	1131395	1255147	858044	915654	1051525	776606	887458	1394437	925276	1116154	713016	1117258	655868	1020029	1345896	1085572	1496155	1881844	952734	289246	1462639	1763272
"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)"	720998	359462	479214	326060	538246	458267	747781	1271802	350877	445957	741833	902389	959791	762690	772955	859939	998352	1039690	955279	615112	526463	921368	738856	899135	543711	842641	1044398	1254438	693918	881054	723830	965131	818506	1556359	833808	1011923	592439	1030227	634358	1007404	1236217	1114291	1072743	2256419	818678	249792	1247449	1623851
"sphingomyelin (d18:1/18:1, d18:2/18:0)"	451643	283522	334441	228089	388915	393095	558026	679359	295149	385445	480752	473596	592639	448987	444485	486573	569390	607592	613864	385820	344078	526956	444899	515138	411144	500978	559520	702199	527597	543685	466956	522569	527955	896424	410474	595057	357915	551898	439953	518820	729760	676308	712698	1321702	467953	100954	932260	940838
"sphingomyelin (d18:1/20:0, d16:1/22:0)*"	387363	135047	243585	192103	219803	170607	396772	577534	86949	170098	NA	340627	335144	219447	320783	487379	381446	487023	513126	236673	140088	365652	311139	536030	126455	225315	219694	361704	138386	205987	141565	244881	156224	550564	248253	258295	116422	368554	107668	215500	454955	577064	244291	488655	106916	NA	293042	345790
"sphingomyelin (d18:1/20:1, d18:2/20:0)*"	129308	50306	80806	47716	74944	75518	145023	241289	38068	68570	175872	143567	126932	106745	82605	176689	162723	193734	184640	101272	101635	128021	134262	164158	56472	91020	92484	134274	65363	110232	75698	132376	104143	230134	100645	114049	45994	130352	NA	101918	171587	206106	88881	205973	33541	NA	97142	162697
"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*"	723071	304797	829383	375369	499784	366749	895229	1023791	117241	477968	903956	872387	808066	598278	NA	1018297	837353	1119062	1049178	734397	386034	836542	665945	1172876	372954	567536	606422	799197	356422	560576	409384	596425	958120	1180879	614491	643238	293242	793664	351751	557814	1005197	1357381	518991	1175586	339776	NA	712193	816617
"sphingomyelin (d18:1/24:1, d18:2/24:0)*"	4593527	1536945	2987750	2414486	2752820	2241944	4303052	6240307	1394501	2208187	3818757	4093934	4516428	2476542	3154871	4991696	4413753	5560332	5240407	3295206	1812764	4574925	3268139	5618630	2461387	3312315	3148807	5203686	2153921	3203930	2259305	2906501	3936427	6871791	3417208	3880978	2060527	3975388	1871857	2994263	5318108	7253371	3676323	7150393	2351037	1012607	3697626	4972373
"sphingomyelin (d18:2/16:0, d18:1/16:1)*"	1680151	1322275	1393564	1184825	1827544	1534722	1764175	2473475	1730857	1667894	1860055	1810044	1969243	1898677	1795304	1875184	2103595	2226987	2283574	1468212	1651251	1934431	1881865	1783583	2092603	2520293	2614788	2785830	2683255	2404482	2153447	1960413	2393433	3263677	2234173	2952087	1997356	2675054	2008760	2566023	2916631	2440862	3441814	5088329	2875818	790348	3730659	4318670
"sphingomyelin (d18:2/24:1, d18:1/24:2)*"	973188	586686	730748	465047	829172	700369	1442189	1270172	375529	716965	1268628	1258309	1273864	959451	972961	1614443	1431020	1279121	1675997	1050090	802056	1302150	1158820	1863968	598119	1040308	932856	1923365	552076	942362	712934	1213331	1245296	2326109	987128	1098471	700742	1276093	637128	1208317	2031876	2353332	836049	2098886	557060	110890	824365	1763266
"sphingosine"	1210979	1278954	1840126	1381974	2293399	1941589	3312697	3498807	2374672	2980164	2524441	2658121	2637378	3069283	2289846	2843650	2464594	2772001	2810701	2502538	2344661	3041880	2709509	3037234	2136172	2107898	1884097	2662697	2233160	2429131	1223331	1369923	1882371	2166151	2538401	2724883	2496460	2731009	2090922	2928853	3880068	3538550	3554128	4355965	2893267	499863	3575453	3670792
"stachydrine"	157218	406350	949288	686169	73300	393084	152258	112510	228694	208668	351356	120208	161657	256121	146433	84802	131081	101618	230146	251172	268458	312185	125058	114514	169993	235631	220848	308318	231598	239927	245427	NA	524838	189421	373078	NA	282435	133422	223947	91446	237814	218637	NA	191438	532383	121964	172225	257355
"stearoyl ethanolamide"	286070	1281728	251580	243964	269800	1851325	3431478	1309508	1163626	236644	3294848	4565703	264097	229266	851575	341903	249621	1577799	249921	252866	232283	2128354	253589	1227088	1002812	3815441	256190	263085	257991	291910	266130	228339	1234118	2521559	1472862	357836	297528	1895696	298052	291013	288607	1613695	344178	983243	350102	4889426	1932298	2212259
"stearoyl sphingomyelin (d18:1/18:0)"	1962416	951946	1415841	687727	1415595	1113663	1933506	3030307	762829	1031268	1819473	2006616	2169639	1534092	1735929	2274566	2104567	2645480	2472189	1307495	1226887	2273343	1694637	2111317	963826	1499785	1611043	2483911	1109740	1497472	1424795	1749723	1663166	3039149	1500008	2053963	1120202	2323336	1003897	1763724	2505371	2934798	1860563	4089923	1230861	472630	2434855	3556624
"stearoylcarnitine"	754936	574668	1086405	729184	999605	940209	1408525	2562655	684477	541654	520672	590006	1660289	2088977	1353319	1272607	1602613	1411905	2536992	2528008	1809934	2031724	1655171	1571624	1356464	1230806	757501	703947	1096013	821226	627848	556527	608693	731961	734693	764373	1517086	1593399	1517624	1551396	2148720	1897848	1402269	1427223	736159	222772	886402	838982
"succinate"	11143305	24382772	16277850	13443991	13889961	16695988	12701246	13805366	14736120	10565175	14793780	12158017	13823104	16004637	14130049	13628209	14301864	13965396	11300651	14248975	16831484	11286104	17492196	12572470	17358112	18704844	15120460	14003912	13615831	17703812	11877031	12290875	16533126	16189850	21925460	19765578	10949009	13157282	16341747	9727669	17180872	14702707	24126682	24560582	21973544	9045602	21725468	24399932
"succinylcarnitine"	68086	155924	82881	100423	53020	162527	244448	110582	120605	153794	203502	101598	99464	164195	154880	99742	78748	113639	174872	180173	150148	110014	103076	82069	297497	361937	194578	361364	252243	384995	117323	184519	379165	181264	445145	195423	275042	108698	194470	107314	151831	304631	259537	294276	541466	71900	274098	324546
"sulfate*"	6383770	11422965	5127846	11245890	NA	18559922	6341680	1161081	26362324	8494668	5801846	22324212	10505633	17096756	19122706	9395453	NA	21578512	3817047	9177675	18679732	8855903	4249119	25081768	7995397	17889924	19003004	3268637	1154430	22419684	5431954	6426151	26618816	5834178	10823094	23606738	8945718	1028367	26976300	9974428	21245196	20339376	3241936	9897971	16911866	8530875	NA	20007460
"taurine"	4152367	5170762	6164809	5918829	5764632	6708295	8606113	7454504	6874864	7387232	6338831	6049237	7498981	6674463	7228159	7695633	6617053	6623462	8233671	7362681	6899159	7830687	6303972	6559804	10127245	11351689	11078825	11733753	9446010	10132694	7529063	7683974	11473805	12549646	12093651	10808535	9592759	10240614	8613368	8564106	10177181	10680294	14982675	16393379	14253234	7004234	14456803	15435239
"thiamin (Vitamin B1)"	508130	1549679	501529	498795	700197	995783	1057274	610098	824018	1544419	1624997	686159	923569	1087714	1159383	868095	913110	944133	1111901	1279722	1236543	710165	1077818	954494	1697928	2247846	1495043	2392421	1343759	1961151	1123342	1364586	2519884	1270685	2530651	1561000	2006528	1192522	1405174	785856	1111712	1802953	1964697	1988377	3478930	343391	2396054	1695840
"thiamin diphosphate"	NA	45299	37119	35511	39855	55003	40444	50920	61256	57366	48028	45156	50281	47714	48145	49129	43455	43905	54236	46771	42456	51352	48400	44100	94127	92803	89042	87536	75297	77192	58253	62999	86071	81990	85256	87671	68820	66758	75424	62139	76927	68766	121185	146705	144858	17423	134268	138769
"thioproline"	4615102	18380130	2331921	2767063	5000991	3739473	4353531	4352540	2904804	5309894	10004863	3933391	1972702	5120319	4589775	4302478	4914542	3415502	5186776	5210212	3848251	1970665	12770972	2585625	5624038	3974410	2568805	3767891	3573421	3735589	3017931	3993678	4791351	3197711	7196173	2870762	3420282	2285110	2597106	2069219	3487388	3058276	5198543	3219878	5099788	929330	4456271	4265366
"threonine"	6237433	18480212	7253365	7003812	9949675	13716748	8390980	7225153	8932493	9516738	11090561	8231373	6214249	8110990	9906011	6419371	6117597	6971210	8494889	7115774	8538259	5955855	11161859	8266429	10156652	10195455	11832968	14384264	10257349	11832472	5562567	6707643	11162736	10015554	12838437	11384292	8224755	7322017	8446210	6031197	8283569	8182380	11609851	12141550	16916692	3170995	18793548	17015952
"tiglylcarnitine"	110508	292523	200163	95494	140776	284746	317995	167952	202300	325774	275225	139872	193179	325053	268405	152685	163414	146281	352308	365330	233337	166342	185520	131130	310115	387811	165787	430856	210972	345797	NA	173688	345622	131372	392345	192968	366844	159880	206374	163912	214955	279612	308846	273481	516430	47787	236795	306000
"trans-4-hydroxyproline"	28861652	61308904	43381420	40934920	50219500	54649520	53783700	39163060	39469952	60096736	62892356	47992664	30230262	54405784	51924016	35103976	46613560	47580952	47931428	53311660	55472256	29428908	35791544	36961252	59900356	52585664	33433974	58147420	43590432	54653120	28211154	44088632	68499360	48948368	75454480	40475340	41147280	26941368	36390448	27823042	33652604	57034124	61132064	46824376	74789392	21069704	56117112	68522400
"tricosanoyl sphingomyelin (d18:1/23:0)*"	NA	NA	NA	67074	NA	NA	67817	91445	NA	35779	283712	58099	NA	NA	NA	108244	NA	NA	100692	NA	NA	NA	NA	NA	NA	60045	NA	124540	NA	NA	NA	NA	241220	138726	74575	70600	NA	96712	NA	NA	55612	99460	67131	155745	NA	NA	133938	67285
"tricosenoate (23:1)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	81601	90213	NA	NA	NA	66410	49645	72460	72754	50628	40420	NA	NA	NA	64670	32096	50574	NA	NA	NA	NA	NA	77676	NA	NA	NA	58312	NA	62971	NA	NA	147097	154558	84271	NA	NA	130407	106115
"trigonelline (N'-methylnicotinate)"	459620	592244	461521	458516	465695	525730	455876	743990	563603	372362	682870	293086	320068	751782	418282	244849	476060	339566	652367	811934	598682	407677	703797	252765	781521	499063	412760	353542	528136	330325	497676	382191	572475	318039	810821	271797	820651	456146	608161	326382	637220	389815	442991	354560	986513	166430	512543	818793
"trizma acetate"	954293	21182916	451861408	1235820	476405	955473	4917107	488476	647881	2921639	3055169	1124841	504514	1226418	860300	741906	1288168	1278130	758124	24618612	32500204	812747	945963	900377	788984	1588314	432296	1697490	840668	840850	1053407	754865	863925	612593	488696	484306	1173873	1095925	98050880	1371917	425915	602104	NA	563251	624643	4375563	195958	919051
"tryptophan"	1915268	5586546	2103317	1739755	2942765	3870461	3357488	2205167	2806369	3516185	4711792	2315181	2037404	2648535	3162149	2503533	2263043	2347569	2916192	3192067	2978585	1483152	2921018	2344787	3629665	4689443	4115742	5181146	3488531	5156444	2150203	2537674	5164460	2140108	5850139	3475528	4472862	2933683	3839091	1929933	2763199	4514961	5285476	4181504	6922442	955714	5900350	5218907
"tyrosine"	5047665	14356269	6096307	4090741	6371715	8197030	5317167	5317398	6119187	5033597	6550706	5304345	5698369	4493419	5200258	5130954	4791871	4868018	6119101	4380748	5115956	5151904	9473233	4638366	7340347	8029664	9930942	9720556	8754285	9187673	5424371	4589174	7148945	6217266	8324312	8907563	7141622	6736219	6926764	5984880	7269461	6370588	11588797	12074912	13490514	2672502	15095819	14666835
"UDP-galactose"	NA	275231	317718	NA	264291	427504	93103	331664	306974	NA	196595	321972	NA	334500	279525	52064	251998	380222	NA	289298	359116	NA	235001	254140	NA	559033	377384	32828	204152	732344	NA	235946	577122	NA	657708	717926	NA	432821	334715	NA	338281	367503	233787	1255527	664742	NA	551537	1355254
"UDP-glucose"	NA	799968	1435214	164934	848069	2390013	NA	947429	1449369	279857	770822	1601399	280504	1033773	1359345	583696	810955	2037466	NA	849182	1875644	NA	764604	1235634	339032	1800658	2662374	968895	747323	3859005	NA	985841	2425228	215753	2056626	3445977	790917	1181586	1650260	195894	1284070	1916659	2269258	3194641	2788662	438929	2051508	8304830
"UDP-glucuronate"	372494	485077	705624	491220	692251	784023	797447	845681	499252	569711	457747	353931	533198	542522	408754	385367	431770	363665	474072	524435	384552	438176	293459	338942	782814	867142	623378	795418	639230	749890	381531	423316	706276	594620	745301	707185	435631	499905	525624	369760	522845	580610	1380571	1533671	1382762	444376	1276127	1445443
"UDP-N-acetylglucosamine"	1627765	5112752	5351907	2099867	5282568	6336117	2673059	6740893	8384062	3180250	6080860	8080060	3212545	6639161	6132825	4425308	5866761	6364487	2707492	5599393	6171918	2334197	5892733	6427103	3133923	10221529	9899222	6111248	7236130	10596699	1815348	6607741	9911934	3743297	14201688	11513143	5516156	8187097	7731624	3140609	8321157	7506760	12867741	20731880	17562250	2631575	17015824	23549212
"urate"	68516	152478	54102	158484	36211	101860	156029	92114	131119	146604	202566	167421	170072	114978	140068	152168	135531	108115	178881	90242	178013	118958	197487	151674	124283	140481	163866	115587	123808	129561	120314	125049	108304	129450	155901	115593	157505	107909	120533	134452	196254	175428	243406	259494	236818	71891	221246	219336
"uridine"	491388	1247911	439468	335104	387165	702890	405945	277943	513962	207195	243553	290549	167483	131769	267910	183725	153233	326781	254838	234968	371786	306501	363350	412662	442528	316215	433184	255132	358243	533611	188448	117934	412217	280071	303016	551082	380343	370046	583945	386262	258144	597450	754923	646461	1153428	152004	522261	1100577
"uridine 5'-diphosphate (UDP)"	616099	777231	1016852	651334	819396	1116319	1077453	1021785	1232377	1137697	939825	1108435	1091166	929954	1149681	1016251	887670	978248	857792	869287	1083975	926088	954026	999565	1477745	1699011	1618929	1509948	1625518	1754459	1270537	1126404	1838504	1535556	2030305	1966996	1029739	995463	1045238	1045661	853293	1083185	2608559	2885134	2859806	1006360	2698197	3139336
"uridine 5'-monophosphate (UMP)"	NA	76201	259735	NA	455078	572385	NA	327729	1023830	NA	334503	705245	NA	151181	235237	158222	253915	488284	NA	171705	143817	NA	NA	388861	NA	732606	562289	316356	431372	1449572	NA	421633	566787	NA	986172	484344	124780	280891	531257	NA	228350	275639	858041	573290	1563491	NA	1247891	2481539
"uridine 5'-triphosphate (UTP)"	1958325	2554410	1281434	1598840	1744703	1729423	2516399	2749466	1713095	2178344	2119561	1793140	2139219	1828449	1743416	2154023	1784878	1600999	1982209	1421708	1467371	1698197	2491376	1603987	2494522	3148777	2531996	2925062	2710940	2789727	2181890	2220646	3112847	3052329	3808135	3011523	1855554	2017535	1694432	1761739	1983442	1841848	4509578	5134926	4750904	2866294	4865171	5237718
"valine"	11015883	27765634	17040626	15052948	13177975	12799931	8968049	14740168	13419330	10291611	12266394	16753794	16878096	6542123	9628329	9091876	22138472	20574004	13552919	7347488	9371074	14022874	21920196	10178122	13081291	10565976	18877276	12348162	20200030	11352415	14122397	6116393	10628282	12164561	11958164	20146728	14620150	17318344	16540794	17692944	18053560	11336584	28438972	25616580	16871428	12998015	20497248	26403332
"xanthine"	59215	1207637	NA	85870	215676	146673	NA	NA	195105	135179	376275	239762	86910	NA	146829	193011	183551	141392	142118	NA	143878	149580	822727	198096	NA	NA	219718	205147	NA	NA	64829	45260	103138	78560	147625	159469	185969	192032	157600	127597	162372	120453	55530	46623	145120	NA	270060	221015
"xanthosine"	20772	44707	60206	NA	107339	171931	NA	33694	25399	36080	NA	NA	21940	32092	NA	22929	23013	22910	46580	48048	47350	35856	37680	18950	32030	30380	NA	NA	NA	27560	NA	NA	NA	NA	26752	NA	29802	21196	NA	14383	27613	NA	111619	127636	60923	NA	19423	26237
"X - 11381"	135582	257968	164349	121380	NA	316959	409729	236885	NA	399540	320476	193150	129388	311136	291903	192122	177707	212938	318110	263505	277234	192526	151456	164989	436449	539560	249276	537329	369724	528193	152740	279760	534185	304797	602019	239322	456887	233487	323188	132558	292092	418548	437923	487472	779096	NA	380821	556099
"X - 12015"	47478	70272	40508	22065	43890	48140	65269	85546	75303	67157	96283	78454	178105	161994	156647	138724	165691	133609	195603	128312	138679	163092	123091	136884	187458	213784	154364	193919	179729	163841	161117	159619	186808	148974	193560	213151	464192	359412	447143	329297	479190	338113	187586	239272	243758	34502	258673	264820
